iso_country,iata_code,city_ascii,population
US,RXE,Rexburg,30979
US,RNZ,Rensselaer,9171
US,RNZ,Rensselaer,6029
US,RZZ,Roanoke Rapids,22225
US,MDJ,Madras,9340
US,PRZ,Prineville,12650
US,VSK,Kennewick,240735
US,SAA,Saratoga,30153
US,SAA,Saratoga,5709
US,SAD,Safford,19987
US,SAF,Santa Fe,405683
US,SAF,Santa Fe,111269
US,SAF,Santa Fe,34471
US,SAF,Santa Fe,22102
US,SAF,Santa Fe,18276
US,SAF,Santa Fe,17802
US,SAF,Santa Fe,13449
US,SAF,Santa Fe,10432
AR,SFN,Santa Fe,405683
AR,SFN,Santa Fe,111269
AR,SFN,Santa Fe,34471
AR,SFN,Santa Fe,22102
AR,SFN,Santa Fe,18276
AR,SFN,Santa Fe,17802
AR,SFN,Santa Fe,13449
AR,SFN,Santa Fe,10432
US,SAV,Savannah,276295
US,SAV,Savannah,5953
US,SAV,Savannah,8288
US,SAV,Savannah,5307
US,SVN,Savannah,276295
US,SVN,Savannah,5953
US,SVN,Savannah,8288
US,SVN,Savannah,5307
US,MQT,Marquette,26491
US,SBA,Santa Barbara,202401
US,SBA,Santa Barbara,29283
US,SBA,Santa Barbara,92187
US,SBA,Santa Barbara,67630
US,SBA,Santa Barbara,27876
US,SBA,Santa Barbara,21413
US,SBA,Santa Barbara,10721
US,SBA,Santa Barbara,7682
US,SBA,Santa Barbara,5751
US,SBA,Santa Barbara,3494
US,SZN,Santa Barbara,202401
US,SZN,Santa Barbara,29283
US,SZN,Santa Barbara,92187
US,SZN,Santa Barbara,67630
US,SZN,Santa Barbara,27876
US,SZN,Santa Barbara,21413
US,SZN,Santa Barbara,10721
US,SZN,Santa Barbara,7682
US,SZN,Santa Barbara,5751
US,SZN,Santa Barbara,3494
US,SBD,San Bernardino,215784
US,SBD,San Bernardino,5667
US,SBM,Sheboygan,69393
US,SBN,South Bend,280498
US,SBP,San Luis Obispo,62290
US,SBS,Steamboat Springs,14087
US,SBX,Shelby,26973
US,SBX,Shelby,9031
US,SBX,Shelby,5081
US,SCH,Schenectady,65273
US,SCK,Stockton,397264
US,SCF,Scottsdale,258069
US,SCF,Scottsdale,2373
US,SEF,Sebring,62250
US,SEG,Selinsgrove,5902
US,SEM,Selma,44703
US,SEM,Selma,19775
US,SEM,Selma,11132
US,SEM,Selma,7101
US,SER,Seymour,23598
US,SER,Seymour,16508
US,SER,Seymour,11193
US,SER,Seymour,6327
US,SDX,Sedona,10339
US,SFM,Sanford,61448
US,SFM,Sanford,35467
US,SFM,Sanford,29535
US,SFO,San Francisco,3592294
US,SFO,San Francisco,21049
US,SFO,San Francisco,89122
US,SFO,San Francisco,80760
US,SFO,San Francisco,62000
US,SFO,San Francisco,59236
US,SFO,San Francisco,47919
US,SFO,San Francisco,11206
US,SFO,San Francisco,8304
US,SFO,San Francisco,5167
US,SFZ,Pawtucket,72117
US,SGF,Springfield,623401
US,SGF,Springfield,288090
US,SGF,Springfield,158509
US,SGF,Springfield,82820
US,SGF,Springfield,63230
US,SGF,Springfield,32222
US,SGF,Springfield,24247
US,SGF,Springfield,19693
US,SGF,Springfield,18241
US,SGF,Springfield,17406
US,SGF,Springfield,15342
US,SGF,Springfield,8989
US,SGF,Springfield,8577
US,SGF,Springfield,5659
US,SGF,Springfield,5224
US,SGF,Springfield,5198
US,SGF,Springfield,5040
US,SGH,Springfield,623401
US,SGH,Springfield,288090
US,SGH,Springfield,158509
US,SGH,Springfield,82820
US,SGH,Springfield,63230
US,SGH,Springfield,32222
US,SGH,Springfield,24247
US,SGH,Springfield,19693
US,SGH,Springfield,18241
US,SGH,Springfield,17406
US,SGH,Springfield,15342
US,SGH,Springfield,8989
US,SGH,Springfield,8577
US,SGH,Springfield,5659
US,SGH,Springfield,5224
US,SGH,Springfield,5198
US,SGH,Springfield,5040
US,SPI,Springfield,623401
US,SPI,Springfield,288090
US,SPI,Springfield,158509
US,SPI,Springfield,82820
US,SPI,Springfield,63230
US,SPI,Springfield,32222
US,SPI,Springfield,24247
US,SPI,Springfield,19693
US,SPI,Springfield,18241
US,SPI,Springfield,17406
US,SPI,Springfield,15342
US,SPI,Springfield,8989
US,SPI,Springfield,8577
US,SPI,Springfield,5659
US,SPI,Springfield,5224
US,SPI,Springfield,5198
US,SPI,Springfield,5040
US,VSF,Springfield,623401
US,VSF,Springfield,288090
US,VSF,Springfield,158509
US,VSF,Springfield,82820
US,VSF,Springfield,63230
US,VSF,Springfield,32222
US,VSF,Springfield,24247
US,VSF,Springfield,19693
US,VSF,Springfield,18241
US,VSF,Springfield,17406
US,VSF,Springfield,15342
US,VSF,Springfield,8989
US,VSF,Springfield,8577
US,VSF,Springfield,5659
US,VSF,Springfield,5224
US,VSF,Springfield,5198
US,VSF,Springfield,5040
US,SHN,Shelton,41129
US,SHN,Shelton,20264
US,SHR,Sheridan,19320
US,SHR,Sheridan,8590
US,SHR,Sheridan,6183
US,SIK,Sikeston,16237
US,SJT,San Angelo,101004
US,TSM,Taos,14196
US,SKY,Sandusky,46655
US,SLB,Storm Lake,11066
US,SLC,Salt Lake City,1098526
US,SLE,Salem,693236
US,SLE,Salem,266804
US,SLE,Salem,43226
US,SLE,Salem,29234
US,SLE,Salem,25301
US,SLE,Salem,17571
US,SLE,Salem,8621
US,SLE,Salem,7730
US,SLE,Salem,6508
US,SLE,Salem,6422
US,SLE,Salem,5235
US,SLO,Salem,693236
US,SLO,Salem,266804
US,SLO,Salem,43226
US,SLO,Salem,29234
US,SLO,Salem,25301
US,SLO,Salem,17571
US,SLO,Salem,8621
US,SLO,Salem,7730
US,SLO,Salem,6508
US,SLO,Salem,6422
US,SLO,Salem,5235
IN,SXV,Salem,693236
IN,SXV,Salem,266804
IN,SXV,Salem,43226
IN,SXV,Salem,29234
IN,SXV,Salem,25301
IN,SXV,Salem,17571
IN,SXV,Salem,8621
IN,SXV,Salem,7730
IN,SXV,Salem,6508
IN,SXV,Salem,6422
IN,SXV,Salem,5235
US,SLG,Siloam Springs,21975
US,SLK,Saranac Lake,7404
US,SLR,Sulphur Springs,16234
US,SME,Somerset,30053
US,SME,Somerset,24509
US,SME,Somerset,18165
US,SME,Somerset,11738
US,SMO,Santa Monica,90401
US,SMO,Santa Monica,9423
US,SUM,Sumter,71518
US,SSC,Sumter,71518
US,SMX,Santa Maria,289820
US,SMX,Santa Maria,243611
US,SMX,Santa Maria,140545
US,SMX,Santa Maria,57526
US,SMX,Santa Maria,34511
US,SMX,Santa Maria,34220
US,SMX,Santa Maria,30006
US,SMX,Santa Maria,25758
US,SMX,Santa Maria,17030
US,SMX,Santa Maria,9526
US,SMX,Santa Maria,9410
BR,RIA,Santa Maria,289820
BR,RIA,Santa Maria,243611
BR,RIA,Santa Maria,140545
BR,RIA,Santa Maria,57526
BR,RIA,Santa Maria,34511
BR,RIA,Santa Maria,34220
BR,RIA,Santa Maria,30006
BR,RIA,Santa Maria,25758
BR,RIA,Santa Maria,17030
BR,RIA,Santa Maria,9526
BR,RIA,Santa Maria,9410
US,SNA,Santa Ana,332318
US,SNA,Santa Ana,270413
US,SNA,Santa Ana,12956
US,SNA,Santa Ana,12372
US,SNA,Santa Ana,61537
US,SNA,Santa Ana,35688
US,SNA,Santa Ana,25938
US,SNA,Santa Ana,7792
US,SNK,Snyder,11371
US,SNL,Shawnee,65807
US,SNL,Shawnee,36067
US,SNS,Salinas,190972
US,SNS,Salinas,8626
US,SNS,Salinas,5051
US,SNS,Salinas,39178
US,SNS,Salinas,34719
EC,SNC,Salinas,190972
EC,SNC,Salinas,8626
EC,SNC,Salinas,5051
EC,SNC,Salinas,39178
EC,SNC,Salinas,34719
US,SOW,Show Low,11442
US,SPA,Spartanburg,182701
US,SPF,Spearfish,12836
US,SPW,Spencer,11928
US,SPW,Spencer,10952
US,SQL,San Carlos,132650
US,SQL,San Carlos,120000
US,SQL,San Carlos,30185
US,SQL,San Carlos,13451
US,SQL,San Carlos,28597
US,SQL,San Carlos,6353
NI,NCR,San Carlos,132650
NI,NCR,San Carlos,120000
NI,NCR,San Carlos,30185
NI,NCR,San Carlos,13451
NI,NCR,San Carlos,28597
NI,NCR,San Carlos,6353
US,RUI,Ruidoso,9442
US,STE,Stevens Point,42837
US,STK,Sterling,30271
US,STK,Sterling,27127
US,STK,Sterling,15780
US,STK,Sterling,8091
US,STK,Sterling,5169
US,STS,Santa Rosa,414812
US,STS,Santa Rosa,324634
US,STS,Santa Rosa,103860
US,STS,Santa Rosa,75649
US,STS,Santa Rosa,68587
US,STS,Santa Rosa,48929
US,STS,Santa Rosa,24694
US,STS,Santa Rosa,8054
US,STS,Santa Rosa,7143
AR,RSA,Santa Rosa,414812
AR,RSA,Santa Rosa,324634
AR,RSA,Santa Rosa,103860
AR,RSA,Santa Rosa,75649
AR,RSA,Santa Rosa,68587
AR,RSA,Santa Rosa,48929
AR,RSA,Santa Rosa,24694
AR,RSA,Santa Rosa,8054
AR,RSA,Santa Rosa,7143
EC,ETR,Santa Rosa,414812
EC,ETR,Santa Rosa,324634
EC,ETR,Santa Rosa,103860
EC,ETR,Santa Rosa,75649
EC,ETR,Santa Rosa,68587
EC,ETR,Santa Rosa,48929
EC,ETR,Santa Rosa,24694
EC,ETR,Santa Rosa,8054
EC,ETR,Santa Rosa,7143
BO,SRB,Santa Rosa,414812
BO,SRB,Santa Rosa,324634
BO,SRB,Santa Rosa,103860
BO,SRB,Santa Rosa,75649
BO,SRB,Santa Rosa,68587
BO,SRB,Santa Rosa,48929
BO,SRB,Santa Rosa,24694
BO,SRB,Santa Rosa,8054
BO,SRB,Santa Rosa,7143
BR,SRA,Santa Rosa,414812
BR,SRA,Santa Rosa,324634
BR,SRA,Santa Rosa,103860
BR,SRA,Santa Rosa,75649
BR,SRA,Santa Rosa,68587
BR,SRA,Santa Rosa,48929
BR,SRA,Santa Rosa,24694
BR,SRA,Santa Rosa,8054
BR,SRA,Santa Rosa,7143
US,SUA,Stuart,16237
US,SUD,Stroud,18976
US,SUE,Sturgeon Bay,8934
US,SUN,Hailey,11409
US,SUW,Superior,25977
US,SUW,Superior,13087
US,SUX,Sioux City,106455
US,SVC,Silver City,11561
US,SVE,Susanville,15010
US,SVH,Statesville,27528
US,SWF,Newburgh,30905
US,SWO,Stillwater,50299
US,SWO,Stillwater,19627
US,SWO,Stillwater,8764
US,SWW,Sweetwater,20994
US,SWW,Sweetwater,10469
US,SWW,Sweetwater,5895
US,SYI,Shelbyville,24351
US,SYI,Shelbyville,22101
US,SYI,Shelbyville,21028
US,SYR,Syracuse,404223
US,SYR,Syracuse,31458
US,SYR,Syracuse,7085
US,SYV,Sylvester,6240
US,TBC,Tuba City,8609
US,TAD,Trinidad,101454
US,TAD,Trinidad,51994
US,TAD,Trinidad,35119
US,TAD,Trinidad,21429
US,TAD,Trinidad,8276
CU,TND,Trinidad,101454
CU,TND,Trinidad,51994
CU,TND,Trinidad,35119
CU,TND,Trinidad,21429
CU,TND,Trinidad,8276
CO,TDA,Trinidad,101454
CO,TDA,Trinidad,51994
CO,TDA,Trinidad,35119
CO,TDA,Trinidad,21429
CO,TDA,Trinidad,8276
BO,TDD,Trinidad,101454
BO,TDD,Trinidad,51994
BO,TDD,Trinidad,35119
BO,TDD,Trinidad,21429
BO,TDD,Trinidad,8276
US,TBN,Fort Leonard Wood,16026
US,TBR,Statesboro,42102
US,TCL,Tuscaloosa,155499
US,TCM,Tacoma,217827
US,TIW,Tacoma,217827
US,TDO,Toledo,482111
US,TDO,Toledo,207314
US,TDO,Toledo,119313
US,TDO,Toledo,85449
US,TDO,Toledo,5764
US,TDZ,Toledo,482111
US,TDZ,Toledo,207314
US,TDZ,Toledo,119313
US,TDZ,Toledo,85449
US,TDZ,Toledo,5764
US,TOL,Toledo,482111
US,TOL,Toledo,207314
US,TOL,Toledo,119313
US,TOL,Toledo,85449
US,TOL,Toledo,5764
BR,TOW,Toledo,482111
BR,TOW,Toledo,207314
BR,TOW,Toledo,119313
BR,TOW,Toledo,85449
BR,TOW,Toledo,5764
US,THV,York,233184
US,THV,York,181131
US,THV,York,13070
US,THV,York,8623
US,THV,York,7846
US,TIX,Titusville,57891
US,TIX,Titusville,5279
US,KNT,Kennett,10379
US,KNT,Kennett,8226
US,TLH,Tallahassee,257601
US,TLR,Tulare,65496
US,TMA,Tifton,24466
US,OTK,Tillamook,8328
US,TNP,Twentynine Palms,26073
US,TOA,Torrance,143592
US,TOC,Toccoa,10647
US,TOI,Troy,84092
US,TOI,Troy,49154
US,TOI,Troy,26281
US,TOI,Troy,18957
US,TOI,Troy,16092
US,TOI,Troy,10375
US,TOR,Torrington,40003
US,TOR,Torrington,7289
US,TPL,Temple,107258
US,TKF,Truckee,16735
US,TRL,Terrell,18869
US,TSP,Tehachapi,14928
US,TUP,Tupelo,45466
US,TVC,Traverse City,50522
US,TVF,Thief River Falls,9147
US,TVI,Thomasville,26649
US,TVI,Thomasville,24275
US,TVL,South Lake Tahoe,30188
US,TWF,Twin Falls,55556
US,TXK,Texarkana,77964
US,TXK,Texarkana,29657
US,TYR,Tyler,143796
US,TYS,Knoxville,586048
US,TYS,Knoxville,7199
US,NPH,Nephi,6378
US,RVR,Green River,11906
PG,GVI,Green River,11906
US,UCA,Utica,112650
US,UCA,Utica,5107
US,UCY,Union City,67982
US,UCY,Union City,74107
US,UCY,Union City,22399
US,UCY,Union City,10325
US,UCY,Union City,5223
US,UES,Waukesha,72299
US,IKB,North Wilkesboro,18066
US,UKI,Ukiah,29561
US,UKT,Quakertown,8784
US,ULM,New Ulm,13212
US,UNU,Juneau,31974
US,JNU,Juneau,31974
US,SCE,State College,87723
US,UVA,Uvalde,18406
US,RKH,Rock Hill,119105
US,VAD,Valdosta,79820
US,VLD,Valdosta,79820
US,LLY,Mount Holly,16257
US,LLY,Mount Holly,9563
US,VCV,Victorville,346789
US,VDI,Vidalia,13350
US,VEL,Vernal,19893
US,VIS,Visalia,237386
US,VJI,Abingdon,33130
US,VJI,Abingdon,7867
US,VKS,Vicksburg,26340
US,VLA,Vandalia,14997
US,VLA,Vandalia,6936
US,VNC,Venice,261321
US,VNC,Venice,23985
IT,VCE,Venice,261321
IT,VCE,Venice,23985
US,VPS,Valparaiso,296655
US,VPS,Valparaiso,12919
US,VPS,Valparaiso,33897
US,VPS,Valparaiso,24993
US,VPS,Valparaiso,5401
US,VPZ,Valparaiso,296655
US,VPZ,Valparaiso,12919
US,VPZ,Valparaiso,33897
US,VPZ,Valparaiso,24993
US,VPZ,Valparaiso,5401
US,VRB,Vero Beach,17503
US,GTY,Gettysburg,7724
US,SQV,Sequim,22304
US,WAY,Waynesburg,8227
US,WBW,Wilkes-Barre,40766
US,WDR,Winder,48125
US,WLW,Willows,7234
US,WMC,Winnemucca,10764
US,KWP,West Point,10957
US,KWP,West Point,10404
US,KWP,West Point,6379
US,WRB,Warner Robins,155140
US,WRL,Worland,5024
US,WST,Westerly,22544
US,WVI,Watsonville,77352
US,WVL,Waterville,27054
US,WVL,Waterville,5539
US,WWD,Wildwood,35432
US,WWD,Wildwood,7276
US,WWR,Woodward,12121
US,YKM,Yakima,133191
US,YKN,Yankton,14872
KZ,BXY,Baikonur,39161
KZ,ATX,Atbasar,29733
US,ZPH,Zephyrhills,82476
US,ZZV,Zanesville,41589
AL,TIA,Tirana,418495
BG,BOJ,Burgas,210720
BG,GOZ,Gorna Oryahovitsa,30413
BG,PDV,Plovdiv,366511
BG,ROU,Ruse,143931
BG,ROU,Ruse,4208
BG,SOF,Sofia,1277411
BG,SLS,Silistra,34473
BG,SZR,Stara Zagora,136475
BG,TGV,Targovishte,39874
BG,VAR,Varna,347924
BG,VAR,Varna,9869
CY,PFO,Paphos,35961
HR,DBV,Dubrovnik,42615
HR,OSI,Osijek,84104
HR,PUY,Pula,57053
HR,RJK,Rijeka,128624
HR,SPU,Split,178102
HR,ZAG,Zagreb,790017
ES,ABC,Albacete,172722
ES,ALC,Alicante,337304
ES,BIO,Bilbao,346405
ES,RGS,Burgos,174051
ES,RGS,Burgos,26040
ES,RGS,Burgos,23749
ES,RGS,Burgos,12793
ES,RGS,Burgos,10759
ES,RGS,Burgos,9006
ES,BCN,Barcelona,4735000
ES,BCN,Barcelona,448016
ES,BCN,Barcelona,20987
VE,BLA,Barcelona,4735000
VE,BLA,Barcelona,448016
VE,BLA,Barcelona,20987
ES,BJZ,Badajoz,150610
ES,LCG,Culleredo,30758
ES,ECV,Madrid,6006000
ES,ECV,Madrid,112254
ES,ECV,Madrid,16653
ES,MAD,Madrid,6006000
ES,MAD,Madrid,112254
ES,MAD,Madrid,16653
ES,TOJ,Madrid,6006000
ES,TOJ,Madrid,112254
ES,TOJ,Madrid,16653
ES,ILD,Lleida,140080
ES,GRO,Girona,101932
ES,GRX,Granada,231775
ES,GRX,Granada,105171
ES,GRX,Granada,10117
ES,GRX,Granada,9253
ES,IBZ,Ibiza,50643
ES,MJV,San Javier,33645
ES,MJV,San Javier,29017
ES,MJV,San Javier,13604
ES,MJV,San Javier,4210
BO,SJV,San Javier,33645
BO,SJV,San Javier,29017
BO,SJV,San Javier,13604
BO,SJV,San Javier,4210
ES,QSA,Sabadell,216204
ES,PNA,Pamplona,203081
ES,PNA,Pamplona,58975
ES,PNA,Pamplona,39805
ES,PNA,Pamplona,39333
ES,PNA,Pamplona,24781
ES,CQM,Ciudad Real,75104
ES,REU,Reus,106084
ES,ROZ,Rota,29326
ES,SLM,Salamanca,327169
ES,SLM,Salamanca,143269
ES,SLM,Salamanca,25326
ES,SLM,Salamanca,5402
ES,SCQ,Santiago de Compostela,97858
ES,TEV,Teruel,35691
ES,VLC,Valencia,1484430
ES,VLC,Valencia,789744
ES,VLC,Valencia,216546
ES,VLC,Valencia,46897
ES,VLC,Valencia,38733
ES,VLC,Valencia,28392
ES,VLC,Valencia,16983
VE,VLN,Valencia,1484430
VE,VLN,Valencia,789744
VE,VLN,Valencia,216546
VE,VLN,Valencia,46897
VE,VLN,Valencia,38733
VE,VLN,Valencia,28392
VE,VLN,Valencia,16983
ES,VLL,Valladolid,297775
ES,VLL,Valladolid,48973
ES,VLL,Valladolid,39996
ES,VGO,Vigo,293837
ES,SDR,Santander,172221
ES,SDR,Santander,18527
ES,ZAZ,Zaragoza,675301
ES,ZAZ,Zaragoza,49387
ES,ZAZ,Zaragoza,11150
ES,ZAZ,Zaragoza,11354
ES,SVQ,Sevilla,684234
ES,SVQ,Sevilla,11376
FR,DPE,Dieppe,107068
FR,DPE,Dieppe,28561
FR,XDA,Perigueux,30060
FR,XMW,Montauban,60952
FR,MVV,Verdun,17161
FR,BOU,Bourges,64668
FR,QNJ,Annemasse,36250
FR,LYS,Lyon,518635
FR,AUR,Aurillac,25531
FR,MRS,Marseille,868277
FR,NCE,Nice,341032
FR,SCP,Mende,12227
FR,XAB,Abbeville,22837
FR,XAB,Abbeville,19470
FR,XAB,Abbeville,5019
FR,LSO,Les Sables-d'Olonne,14545
FR,CSF,Creil,35800
FR,XBX,Creil,35800
FR,JDP,Issy-les-Moulineaux,68260
FR,GFR,Granville,12567
FR,GFR,Granville,6483
FR,GFR,Granville,5916
FR,GFR,Granville,5016
FR,LDV,Landivisiau,9142
FR,LAI,Lannion,20040
FR,NTE,Nantes,314138
FR,BOR,Belfort,46954
FR,SXB,Strasbourg,284677
PM,FSP,Saint-Pierre,
PM,FSP,Saint-Pierre,6889
GR,VOL,Nea Anchialos,5132
GR,IOA,Ioannina,65574
GR,KSO,Kastoria,13387
GR,KLX,Kalamata,53041
GR,KVA,Kavala,54027
GR,KZI,Kozani,41066
GR,LRA,Larisa,144651
GR,CHQ,Souda,6358
GR,SPJ,Sparti,16239
GR,SKG,Thessaloniki,315196
HU,BUD,Budapest,1723836
HU,DEB,Debrecen,200974
HU,MCQ,Miskolc,150695
IT,QAQ,L'Aquila,69439
IT,CRV,Crotone,63941
IT,BRI,Bari,323370
IT,FOG,Foggia,151372
IT,TAR,Grottaglie,31890
IT,PSR,Pescara,119217
IT,BDS,Brindisi,87141
IT,CIY,Comiso,29845
IT,CTA,Catania,311584
IT,PMO,Palermo,800000
IT,PMO,Palermo,668405
IT,PMO,Palermo,5395
IT,RAN,Ravenna,159115
IT,RAN,Ravenna,11361
IT,AHO,Alghero,43964
IT,DCI,Decimomannu,8234
IT,CAG,Cagliari,154106
IT,FNU,Oristano,31671
IT,MXP,Milan,1366180
IT,MXP,Milan,7778
IT,MXP,Milan,7612
IT,LIN,Milan,1366180
IT,LIN,Milan,7778
IT,LIN,Milan,7612
IT,BGY,Bergamo,120923
IT,PMF,Parma,195687
IT,PMF,Parma,78103
IT,PMF,Parma,45000
IT,PMF,Parma,15699
IT,AOT,Aosta,34082
IT,CUF,Cuneo,56281
IT,BZO,Bolzano,107317
IT,UDN,Udine,99518
IT,BLQ,Bologna,389261
IT,TSF,Treviso,84954
IT,TRS,Trieste,204338
IT,RMI,Rimini,149403
IT,VIC,Vicenza,111620
IT,QPA,Padova,210440
IT,VRN,Verona,257275
IT,VRN,Verona,13437
IT,VRN,Verona,13233
IT,VRN,Verona,6212
IT,AOI,Ancona,100924
IT,LCV,Lucca,89243
IT,QRT,Rieti,47436
IT,SAY,Siena,53901
IT,QSR,Salerno,133970
IT,QLT,Latina,126470
IT,PSA,Pisa,90118
IT,PEG,Perugia,165683
SI,LJU,Ljubljana,286745
CZ,KLV,Karlovy Vary,48319
CZ,OSR,Ostrava,284982
CZ,OLO,Olomouc,100514
CZ,PED,Pardubice,91755
CZ,PRG,Prague,1335084
CZ,BRQ,Brno,382405
CZ,ZBE,Zabreh,13479
IL,BEV,Beersheba,209000
IL,VTM,Beersheba,209000
IL,MIP,Beersheba,209000
IL,ETM,Eilat,51935
IL,ETH,Eilat,51935
IL,VDA,Eilat,51935
HN,LLH,La Lima,53492
IL,HFA,Haifa,281087
CO,LMC,La Macarena,36781
CO,LMC,La Macarena,36781
MT,MLA,Valletta,6444
MZ,LMZ,Palma,419366
MZ,LMZ,Palma,25627
MZ,LMZ,Palma,6545
MX,LOM,Lagos de Moreno,164981
AT,GRZ,Graz,289440
AT,INN,Innsbruck,132493
AT,LNZ,Linz,204846
AT,SZG,Salzburg,155021
AT,VIE,Vienna,1911191
AT,VIE,Vienna,16485
AT,VIE,Vienna,10124
AT,VIE,Vienna,5381
PT,AVR,Vila Franca de Xira,136886
PT,SMA,Vila do Porto,5552
PT,BYJ,Beja,109299
PT,BYJ,Beja,35854
PT,BGZ,Braga,181494
PT,CHV,Chaves,41243
PT,CHV,Chaves,22821
PT,CAT,Cascais,206479
PT,HOR,Horta,14994
PT,FNC,Funchal,111892
PT,PDL,Ponta Delgada,68809
PT,OPO,Porto,237591
PT,OPO,Porto,11897
PT,LIS,Lisbon,506654
PT,LIS,Lisbon,8906
PT,LIS,Lisbon,5372
PT,SJZ,Velas,5398
PT,VRL,Vila Real,51850
PT,VSE,Viseu,99274
PT,VSE,Viseu,56716
BA,BNX,Banja Luka,199191
BA,OMO,Mostar,163067
BA,SJJ,Sarajevo,275524
BA,TZL,Tuzla,107883
BA,TZL,Tuzla,110979
BA,TZL,Tuzla,6711
RO,ARW,Arad,159074
RO,ARW,Arad,24436
RO,BAY,Baia Mare,123738
RO,BBU,Bucharest,1883425
RO,OTP,Bucharest,1883425
RO,CLJ,Cluj-Napoca,324576
RO,CRA,Craiova,269506
US,LRO,Lathrop,24483
RO,OMR,Oradea,196367
RO,SBZ,Sibiu,147245
RO,SUJ,Satu Mare,102411
RO,SCV,Suceava,92121
RO,TCE,Tulcea,73707
CH,GVA,Geneva,201818
CH,GVA,Geneva,28563
CH,GVA,Geneva,21809
CH,GVA,Geneva,7317
CH,QLS,Lausanne,138905
CH,SIR,Sion,34708
CH,LUG,Lugano,63185
CH,BRN,Bern,133798
CH,BRN,Bern,6921
CH,BXO,Buochs,5312
CH,ACO,Ascona,5534
CH,ZHI,Grenchen,17140
CH,ZRH,Zurich,434008
CH,ZJI,Locarno,16012
TR,ESB,Ankara,77168
TR,ANK,Ankara,77168
TR,ADA,Adana,289919
TR,UAB,Adana,289919
TR,AFY,Afyonkarahisar,44026
TR,AYT,Antalya,71833
TR,GZT,Gaziantep,160152
TR,KFS,Kastamonu,23485
TR,KYA,Konya,157934
TR,MZH,Amasya,32900
TR,VAS,Sivas,108320
TR,ONQ,Zonguldak,17879
TR,MLX,Malatya,104428
TR,ASR,Kayseri,126653
TR,TJK,Tokat,201294
TR,DNZ,Denizli,64331
TR,ISL,Istanbul,15311000
TR,SAW,Istanbul,15311000
TR,IST,Istanbul,15311000
TR,BTZ,Bursa,211644
TR,YEI,Bursa,211644
TR,DIY,Diyarbakir,102653
TR,ERC,Erzincan,15591
TR,ERZ,Erzurum,105317
TR,KSY,Kars,41376
TR,TZX,Trabzon,65516
TR,VAN,Van,353419
TR,BAL,Batman,26730
TR,SXZ,Siirt,25480
TR,NOP,Sinop,132934
TR,NOP,Sinop,13354
BR,OPS,Sinop,132934
BR,OPS,Sinop,13354
TR,MQM,Mardin,86948
TR,YKO,Hakkari,81424
TR,HTY,Hatay,347974
TR,ISE,Isparta,21406
TR,EDO,Edremit,24115
TR,BJV,Bodrum,5136
TR,SZF,Samsun,107510
PL,LUZ,Lublin,339850
BR,LVB,Santana do Livramento,83324
MK,OHD,Ohrid,55749
MK,SKP,Skopje,640000
GI,GIB,Gibraltar,187083
LY,MRA,Misratah,259056
RS,BEG,Belgrade,1378682
RS,BEG,Belgrade,17743
ME,IVG,Berane,11776
RS,BJY,Batajnica,48600
RS,INI,Nis,183164
RS,QND,Novi Sad,380000
ME,TGD,Podgorica,174515
ME,TIV,Tivat,
SK,BTS,Bratislava,475503
SK,TAT,Poprad,52037
US,UWA,Ware,18799
US,UWA,Ware,9801
DO,BRX,Barahona,83619
DO,CBJ,Cabo Rojo,8861
DO,AZS,Samana,58156
DO,EPS,Samana,58156
DO,HEX,Santo Domingo,2581827
DO,HEX,Santo Domingo,61092
DO,HEX,Santo Domingo,37765
DO,HEX,Santo Domingo,29041
DO,HEX,Santo Domingo,10759
DO,SDQ,Santo Domingo,2581827
DO,SDQ,Santo Domingo,61092
DO,SDQ,Santo Domingo,37765
DO,SDQ,Santo Domingo,29041
DO,SDQ,Santo Domingo,10759
VE,STD,Santo Domingo,2581827
VE,STD,Santo Domingo,61092
VE,STD,Santo Domingo,37765
VE,STD,Santo Domingo,29041
VE,STD,Santo Domingo,10759
DO,LRM,La Romana,139671
DO,POP,Puerto Plata,158756
DO,SJM,San Juan,471389
DO,SJM,San Juan,323279
DO,SJM,San Juan,126347
DO,SJM,San Juan,132177
DO,SJM,San Juan,114068
DO,SJM,San Juan,25866
DO,SJM,San Juan,40507
DO,SJM,San Juan,37008
DO,SJM,San Juan,26674
DO,SJM,San Juan,16363
DO,SJM,San Juan,14912
DO,SJM,San Juan,13797
DO,SJM,San Juan,10688
AR,UAQ,San Juan,471389
AR,UAQ,San Juan,323279
AR,UAQ,San Juan,126347
AR,UAQ,San Juan,132177
AR,UAQ,San Juan,114068
AR,UAQ,San Juan,25866
AR,UAQ,San Juan,40507
AR,UAQ,San Juan,37008
AR,UAQ,San Juan,26674
AR,UAQ,San Juan,16363
AR,UAQ,San Juan,14912
AR,UAQ,San Juan,13797
AR,UAQ,San Juan,10688
PR,SIG,San Juan,471389
PR,SIG,San Juan,323279
PR,SIG,San Juan,126347
PR,SIG,San Juan,132177
PR,SIG,San Juan,114068
PR,SIG,San Juan,25866
PR,SIG,San Juan,40507
PR,SIG,San Juan,37008
PR,SIG,San Juan,26674
PR,SIG,San Juan,16363
PR,SIG,San Juan,14912
PR,SIG,San Juan,13797
PR,SIG,San Juan,10688
PR,SJU,San Juan,471389
PR,SJU,San Juan,323279
PR,SJU,San Juan,126347
