iso_country,iata_code,city_ascii,population
AU,LTB,Latrobe,7830
US,LBF,North Platte,24098
US,LBL,Liberal,19174
US,LBT,Lumberton,28279
US,LBT,Lumberton,13073
US,LBT,Lumberton,12232
US,LCI,Laconia,19371
US,LCQ,Lake City,26271
US,LCQ,Lake City,8268
US,LCQ,Lake City,5162
US,LDJ,Linden,29298
US,LDJ,Linden,42361
US,LDM,Ludington,10752
US,LEB,Lebanon,78302
US,LEB,Lebanon,38518
US,LEB,Lebanon,26666
US,LEB,Lebanon,22160
US,LEB,Lebanon,20659
US,LEB,Lebanon,16065
US,LEB,Lebanon,14798
US,LEB,Lebanon,7215
US,LEB,Lebanon,6270
US,LEB,Lebanon,6124
US,LEB,Lebanon,5817
US,LEE,Leesburg,154574
US,LEE,Leesburg,53727
US,LEX,Lexington,323152
US,LEX,Lexington,33340
US,LEX,Lexington,22157
US,LEX,Lexington,18933
US,LEX,Lexington,10345
US,LEX,Lexington,9264
US,LEX,Lexington,7889
US,LXN,Lexington,323152
US,LXN,Lexington,33340
US,LXN,Lexington,22157
US,LXN,Lexington,18933
US,LXN,Lexington,10345
US,LXN,Lexington,9264
US,LXN,Lexington,7889
US,LFK,Lufkin,44867
US,LGB,Long Beach,462628
US,LGB,Long Beach,33454
US,LGB,Long Beach,16023
US,LGD,La Grande,15515
US,LGU,Logan,101616
US,LGU,Logan,12379
US,LGU,Logan,8882
US,LGU,Logan,7930
US,LGU,Logan,5924
US,LHC,Arlington,398854
US,LHC,Arlington,233464
US,LHC,Arlington,45304
US,LHC,Arlington,20523
US,LHC,Arlington,11743
US,LHV,Lock Haven,16490
US,LIT,Little Rock,439815
US,LKP,Lake Placid,18227
US,LKV,Lakeview,6131
US,LKV,Lakeview,5089
US,LMS,Louisville,1005654
US,LMS,Louisville,20816
US,LMS,Louisville,9360
US,LMS,Louisville,5983
US,LOU,Louisville,1005654
US,LOU,Louisville,20816
US,LOU,Louisville,9360
US,LOU,Louisville,5983
US,SDF,Louisville,1005654
US,SDF,Louisville,20816
US,SDF,Louisville,9360
US,SDF,Louisville,5983
US,LMT,Klamath Falls,43246
US,LNA,West Palm Beach,111955
US,PBI,West Palm Beach,111955
US,LND,Lander,7458
US,LNK,Lincoln,289490
US,LNK,Lincoln,97541
US,LNK,Lincoln,48275
US,LNK,Lincoln,24798
US,LNK,Lincoln,23787
US,LNK,Lincoln,21731
US,LNK,Lincoln,16993
US,LNK,Lincoln,6830
US,LNK,Lincoln,6781
US,LNK,Lincoln,6030
US,LNN,Willoughby,22977
US,LNS,Lancaster,401524
US,LNS,Lancaster,343304
US,LNS,Lancaster,52234
US,LNS,Lancaster,44447
US,LNS,Lancaster,43085
US,LNS,Lancaster,39228
US,LNS,Lancaster,25649
US,LNS,Lancaster,8044
US,WJF,Lancaster,401524
US,WJF,Lancaster,343304
US,WJF,Lancaster,52234
US,WJF,Lancaster,44447
US,WJF,Lancaster,43085
US,WJF,Lancaster,39228
US,WJF,Lancaster,25649
US,WJF,Lancaster,8044
US,RZH,Lancaster,401524
US,RZH,Lancaster,343304
US,RZH,Lancaster,52234
US,RZH,Lancaster,44447
US,RZH,Lancaster,43085
US,RZH,Lancaster,39228
US,RZH,Lancaster,25649
US,RZH,Lancaster,8044
US,BBX,Philadelphia,5649300
US,BBX,Philadelphia,7345
US,PHL,Philadelphia,5649300
US,PHL,Philadelphia,7345
US,PNE,Philadelphia,5649300
US,PNE,Philadelphia,7345
US,LPC,Lompoc,52020
US,VBG,Lompoc,52020
US,LRD,Laredo,262491
US,LRD,Laredo,10996
US,LRJ,Le Mars,10081
US,LRU,Las Cruces,136254
US,LSE,La Crosse,100693
US,LSN,Los Banos,115353
US,LSN,Los Banos,41036
US,LUF,Glendale,252381
US,LUF,Glendale,199303
US,LUF,Glendale,5141
US,LUF,Glendale,12768
US,LUF,Glendale,5866
US,GWV,Glendale,252381
US,GWV,Glendale,199303
US,GWV,Glendale,5141
US,GWV,Glendale,12768
US,GWV,Glendale,5866
US,LUL,Laurel,25631
US,LUL,Laurel,43210
US,LUL,Laurel,25844
US,LUL,Laurel,17535
US,LUL,Laurel,9518
US,LUL,Laurel,8526
US,LVK,Livermore,90923
US,LVL,Lawrenceville,30834
US,LVL,Lawrenceville,7150
US,LWV,Lawrenceville,30834
US,LWV,Lawrenceville,7150
US,LZU,Lawrenceville,30834
US,LZU,Lawrenceville,7150
US,LVM,Livingston,80249
US,LVM,Livingston,50826
US,LVM,Livingston,29846
US,LVM,Livingston,14896
US,LVM,Livingston,9050
US,LVM,Livingston,5242
US,LWB,Lewisburg,5708
US,LWB,Lewisburg,12368
US,LWB,Lewisburg,6917
US,LWC,Lawrence,80028
US,LWC,Lawrence,98648
US,LWC,Lawrence,49462
US,LWC,Lawrence,32614
US,LWC,Lawrence,7562
US,LWC,Lawrence,6556
US,LWM,Lawrence,80028
US,LWM,Lawrence,98648
US,LWM,Lawrence,49462
US,LWM,Lawrence,32614
US,LWM,Lawrence,7562
US,LWM,Lawrence,6556
US,LWL,Wells,10536
US,LWL,Wells,10366
US,LWS,Lewiston,58802
US,LWS,Lewiston,53384
US,LWS,Lewiston,15830
US,LWT,Lewistown,21614
US,LWT,Lewistown,5987
US,LXV,Leadville,5554
US,LYH,Lynchburg,126814
US,LYH,Lynchburg,6488
US,LYO,Lyons,10372
US,LYO,Lyons,5452
US,MLK,Malta,15907
US,MLK,Malta,5672
US,MAC,Macon,153159
US,MAC,Macon,33810
US,MAC,Macon,5341
US,MCN,Macon,153159
US,MCN,Macon,33810
US,MCN,Macon,5341
US,MAE,Madera,15447
US,MAE,Madera,84086
US,MAF,Midland,154793
US,MAF,Midland,58787
US,MAF,Midland,16864
US,MAF,Midland,10005
US,MDD,Midland,154793
US,MDD,Midland,58787
US,MDD,Midland,16864
US,MDD,Midland,10005
US,MAW,Malden,60470
US,MBL,Manistee,9433
US,MBS,Saginaw,117958
US,MBS,Saginaw,24310
US,MBY,Moberly,13615
US,MCC,Sacramento,1898019
US,MCC,Sacramento,23896
US,MHR,Sacramento,1898019
US,MHR,Sacramento,23896
US,SAC,Sacramento,1898019
US,SAC,Sacramento,23896
US,SMF,Sacramento,1898019
US,SMF,Sacramento,23896
BR,0,Sacramento,1898019
BR,0,Sacramento,23896
US,MCE,Merced,145149
US,MER,Merced,145149
US,MCF,Tampa,2908063
US,TPA,Tampa,2908063
US,TPF,Tampa,2908063
US,KYO,Tampa,2908063
US,MCI,Kansas City,1636715
US,MCI,Kansas City,152960
US,MKC,Kansas City,1636715
US,MKC,Kansas City,152960
US,MCW,Mason City,26931
US,MDA,San Antonio,2049293
US,MDA,San Antonio,69976
US,MDA,San Antonio,86239
US,MDA,San Antonio,83060
US,MDA,San Antonio,37450
US,MDA,San Antonio,35891
US,MDA,San Antonio,8882
US,MDA,San Antonio,7655
US,SAT,San Antonio,2049293
US,SAT,San Antonio,69976
US,SAT,San Antonio,86239
US,SAT,San Antonio,83060
US,SAT,San Antonio,37450
US,SAT,San Antonio,35891
US,SAT,San Antonio,8882
US,SAT,San Antonio,7655
US,SKF,San Antonio,2049293
US,SKF,San Antonio,69976
US,SKF,San Antonio,86239
US,SKF,San Antonio,83060
US,SKF,San Antonio,37450
US,SKF,San Antonio,35891
US,SKF,San Antonio,8882
US,SKF,San Antonio,7655
US,SSF,San Antonio,2049293
US,SSF,San Antonio,69976
US,SSF,San Antonio,86239
US,SSF,San Antonio,83060
US,SSF,San Antonio,37450
US,SSF,San Antonio,35891
US,SSF,San Antonio,8882
US,SSF,San Antonio,7655
US,MDF,Medford,170876
US,MDF,Medford,57341
US,MDF,Medford,24406
US,MDF,Medford,23312
US,MFR,Medford,170876
US,MFR,Medford,57341
US,MFR,Medford,24406
US,MFR,Medford,23312
US,MEI,Meridian,114161
US,MEI,Meridian,36686
US,MEM,Memphis,1066967
US,MEM,Memphis,9647
US,MEV,Minden,81682
US,MEV,Minden,12071
US,MFD,Mansfield,77551
US,MFD,Mansfield,73326
US,MFD,Mansfield,72419
US,MFD,Mansfield,25799
US,MFD,Mansfield,23947
US,MFD,Mansfield,8533
US,MFD,Mansfield,5604
US,MFI,Marshfield,25838
US,MFI,Marshfield,18764
US,MFI,Marshfield,7638
US,MFI,Marshfield,6270
US,MGC,Michigan City,65058
US,MGE,Marietta,60867
US,MGE,Marietta,21267
US,MGJ,Montgomery,254634
US,MGJ,Montgomery,26044
US,MGJ,Montgomery,23827
US,MGJ,Montgomery,23045
US,MGJ,Montgomery,19638
US,MGJ,Montgomery,10872
US,MGJ,Montgomery,6221
US,MGJ,Montgomery,6159
US,MGM,Montgomery,254634
US,MGM,Montgomery,26044
US,MGM,Montgomery,23827
US,MGM,Montgomery,23045
US,MGM,Montgomery,19638
US,MGM,Montgomery,10872
US,MGM,Montgomery,6221
US,MGM,Montgomery,6159
US,MXF,Montgomery,254634
US,MXF,Montgomery,26044
US,MXF,Montgomery,23827
US,MXF,Montgomery,23045
US,MXF,Montgomery,19638
US,MXF,Montgomery,10872
US,MXF,Montgomery,6221
US,MXF,Montgomery,6159
US,MGR,Moultrie,18602
US,MGW,Morgantown,72458
US,MHE,Mitchell,15679
US,MHK,Manhattan,1628706
US,MHK,Manhattan,57046
US,MHK,Manhattan,8240
US,MIA,Miami,6445545
US,MIA,Miami,15571
US,OPF,Miami,6445545
US,OPF,Miami,15571
US,TMB,Miami,6445545
US,TMB,Miami,15571
US,TNT,Miami,6445545
US,TNT,Miami,15571
US,MPB,Miami,6445545
US,MPB,Miami,15571
US,MIB,Minot,49425
US,MOT,Minot,49425
US,MIE,Muncie,87879
US,MIT,Shafter,21734
US,MIV,Millville,27391
US,MJX,Toms River,92325
US,MKE,Milwaukee,1365787
US,MWC,Milwaukee,1365787
US,MKG,Muskegon,153565
US,MRK,Marco Island,17947
US,MLB,Melbourne,4529500
US,MLB,Melbourne,83029
AU,AVV,Melbourne,4529500
AU,AVV,Melbourne,83029
AU,MBW,Melbourne,4529500
AU,MBW,Melbourne,83029
AU,MEL,Melbourne,4529500
AU,MEL,Melbourne,83029
US,MLI,Moline,41356
US,MLS,Miles City,9436
US,MLU,Monroe,112891
US,MLU,Monroe,48317
US,MLU,Monroe,44306
US,MLU,Monroe,35540
US,MLU,Monroe,19799
US,MLU,Monroe,19776
US,MLU,Monroe,19546
US,MLU,Monroe,16380
US,MLU,Monroe,14015
US,MLU,Monroe,10619
US,MLU,Monroe,6119
US,MMH,Mammoth Lakes,8235
US,MMS,Marks,31488
US,MMU,Morristown,19261
US,MMU,Morristown,61171
US,MMU,Morristown,5451
US,MNM,Menominee,8029
US,MNN,Marion,45181
US,MNN,Marion,40588
US,MNN,Marion,40359
US,MNN,Marion,17520
US,MNN,Marion,13454
US,MNN,Marion,12310
US,MNN,Marion,7414
US,MNN,Marion,6804
US,MNN,Marion,5132
US,MWA,Marion,45181
US,MWA,Marion,40588
US,MWA,Marion,40359
US,MWA,Marion,17520
US,MWA,Marion,13454
US,MWA,Marion,12310
US,MWA,Marion,7414
US,MWA,Marion,6804
US,MWA,Marion,5132
US,MZZ,Marion,45181
US,MZZ,Marion,40588
US,MZZ,Marion,40359
US,MZZ,Marion,17520
US,MZZ,Marion,13454
US,MZZ,Marion,12310
US,MZZ,Marion,7414
US,MZZ,Marion,6804
US,MZZ,Marion,5132
US,MOD,Modesto,383134
US,MPJ,Morrilton,6645
US,MPO,Mount Pocono,23820
US,MQB,Macomb,18006
US,MEO,Manteo,5482
US,CTH,Coatesville,13069
US,MQY,Smyrna,56666
US,MQY,Smyrna,51586
US,MQY,Smyrna,11813
US,MRB,Martinsburg,17454
US,MRN,Morganton,16577
US,MRY,Monterey,28178
US,MSL,Muscle Shoals,14575
US,MSO,Missoula,92895
US,MSS,Massena,12228
US,MSV,Monticello,27665
US,MSV,Monticello,9409
US,MSV,Monticello,8416
US,MSV,Monticello,7468
US,MSV,Monticello,6499
US,MSV,Monticello,5534
US,SIV,Monticello,27665
US,SIV,Monticello,9409
US,SIV,Monticello,8416
US,SIV,Monticello,7468
US,SIV,Monticello,6499
US,SIV,Monticello,5534
US,MXC,Monticello,27665
US,MXC,Monticello,9409
US,MXC,Monticello,8416
US,MXC,Monticello,7468
US,MXC,Monticello,6499
US,MXC,Monticello,5534
US,MSY,New Orleans,1020886
US,NBG,New Orleans,1020886
US,NEW,New Orleans,1020886
KH,KMT,Kampot,39186
US,MTC,Mount Clemens,16163
US,MTJ,Montrose,23478
US,MTJ,Montrose,12100
US,MTJ,Montrose,7541
US,MTJ,Montrose,5208
US,MTW,Manitowoc,44770
US,MUT,Muscatine,26168
US,MVC,Monroeville,27380
US,MVC,Monroeville,5718
US,MVE,Montevideo,1319108
US,MVE,Montevideo,5043
UY,MVD,Montevideo,1319108
UY,MVD,Montevideo,5043
US,MVL,Morrisville,28846
US,MVL,Morrisville,8521
US,MWH,Moses Lake,39002
US,MWL,Mineral Wells,15213
US,MWO,Middletown,58592
US,MWO,Middletown,97730
US,MWO,Middletown,65336
US,MWO,Middletown,46258
US,MWO,Middletown,45117
US,MWO,Middletown,35695
US,MWO,Middletown,16018
US,MWO,Middletown,15969
US,MWO,Middletown,9594
US,MWO,Middletown,7877
US,MWO,Middletown,7212
US,MXA,Manila,23971000
PH,MNL,Manila,23971000
US,MYF,San Diego,3220118
US,MYF,San Diego,187215
US,MYF,San Diego,7732
US,NKX,San Diego,3220118
US,NKX,San Diego,187215
US,NKX,San Diego,7732
US,NZY,San Diego,3220118
US,NZY,San Diego,187215
US,NZY,San Diego,7732
US,SAN,San Diego,3220118
US,SAN,San Diego,187215
US,SAN,San Diego,7732
US,SDM,San Diego,3220118
US,SDM,San Diego,187215
US,SDM,San Diego,7732
US,MYR,Myrtle Beach,275579
US,MZJ,Marana,49030
US,CTX,Cortland,26729
US,CTX,Cortland,6768
US,SXY,Sidney,11672
US,SXY,Sidney,21148
US,SXY,Sidney,6466
US,SXY,Sidney,6115
US,SXY,Sidney,5431
US,SDY,Sidney,11672
US,SDY,Sidney,21148
US,SDY,Sidney,6466
US,SDY,Sidney,6115
US,SDY,Sidney,5431
US,SNY,Sidney,11672
US,SNY,Sidney,21148
US,SNY,Sidney,6466
US,SNY,Sidney,6115
US,SNY,Sidney,5431
US,NHX,Foley,36921
US,NGU,Norfolk,242742
US,NGU,Norfolk,27032
US,NGU,Norfolk,11786
US,OFK,Norfolk,242742
US,OFK,Norfolk,27032
US,OFK,Norfolk,11786
US,ORF,Norfolk,242742
US,ORF,Norfolk,27032
US,ORF,Norfolk,11786
US,NGZ,Alameda,77624
US,NGZ,Alameda,5453
US,NJK,El Centro,111425
US,NLC,Lemoore,26725
US,NPA,Pensacola,346921
US,PNS,Pensacola,346921
US,NQA,Millington,10641
US,NQI,Kingsville,25315
US,NQI,Kingsville,21552
US,NRS,Imperial Beach,27440
US,NSE,Milton,110128
US,NSE,Milton,17250
US,NSE,Milton,39587
US,NSE,Milton,28851
US,NSE,Milton,27572
US,NSE,Milton,19274
US,NSE,Milton,10882
US,NSE,Milton,10523
US,NSE,Milton,8299
US,NSE,Milton,5627
US,NTU,Virginia Beach,1478868
US,NUQ,Mountain View,82739
US,NUW,Oak Harbor,35228
US,ODW,Oak Harbor,35228
US,YUM,Yuma,142847
US,ODC,Oakdale,27933
US,ODC,Oakdale,23596
US,ODC,Oakdale,7656
US,ODC,Oakdale,6984
US,OAK,Oakland,433031
US,OAK,Oakland,12926
US,OAK,Oakland,8891
US,OAK,Oakland,6274
US,JBK,Oakland,433031
US,JBK,Oakland,12926
US,JBK,Oakland,8891
US,JBK,Oakland,6274
US,OAR,Marina,22781
US,OBE,Okeechobee,26256
US,OCF,Ocala,169383
US,OCH,Nacogdoches,34420
US,OEA,Vincennes,49635
US,OEA,Vincennes,19498
US,OEO,Osceola,7085
US,OEO,Osceola,5242
US,OFF,Omaha,847819
US,OMA,Omaha,847819
US,OGB,Orangeburg,30365
US,OGS,Ogdensburg,10638
US,OIL,Oil City,13935
US,OCN,Oceanside,175742
US,OCN,Oceanside,30604
US,OKC,Oklahoma City,972943
US,PWA,Oklahoma City,972943
US,TIK,Oklahoma City,972943
US,DWN,Oklahoma City,972943
US,OKK,Kokomo,79351
US,OKM,Okmulgee,13357
US,OKS,Oshkosh,75536
US,OSH,Oshkosh,75536
US,WGO,Winchester,28231
US,WGO,Winchester,74417
US,WGO,Winchester,35200
US,WGO,Winchester,26083
US,WGO,Winchester,22738
US,WGO,Winchester,12299
US,WGO,Winchester,10730
US,OLD,Old Town,7431
US,OLM,Olympia,200915
US,OLS,Nogales,264782
US,OLS,Nogales,21113
US,OLS,Nogales,30917
US,OLV,Olive Branch,38924
US,OMK,Omak,8114
US,ONO,Ontario,185010
US,ONO,Ontario,24704
US,ONO,Ontario,10092
US,ONO,Ontario,6084
US,ONT,Ontario,185010
US,ONT,Ontario,24704
US,ONT,Ontario,10092
US,ONT,Ontario,6084
US,NCO,North Kingstown,26235
US,ORH,Worcester,498328
US,ORH,Worcester,101891
US,ORH,Worcester,97098
US,ORH,Worcester,10406
US,OTH,North Bend,9768
US,OTH,North Bend,7423
US,OTM,Ottumwa,24368
US,OUN,Norman,124880
US,OVE,Oroville,49513
US,OWA,Owatonna,25704
US,OWB,Owensboro,74068
US,OWD,Norwood,19776
US,OWD,Norwood,5897
US,OWD,Norwood,29306
US,OWD,Norwood,5793
US,OCE,Ocean City,10971
US,OCE,Ocean City,6944
US,OCE,Ocean City,6249
US,OXC,Oxford,152000
US,OXC,Oxford,38310
US,OXC,Oxford,23113
US,OXC,Oxford,21225
US,OXC,Oxford,13974
US,OXC,Oxford,13086
US,OXC,Oxford,9634
US,OXC,Oxford,5581
US,OXD,Oxford,152000
US,OXD,Oxford,38310
US,OXD,Oxford,23113
US,OXD,Oxford,21225
US,OXD,Oxford,13974
US,OXD,Oxford,13086
US,OXD,Oxford,9634
US,OXD,Oxford,5581
US,UOX,Oxford,152000
US,UOX,Oxford,38310
US,UOX,Oxford,23113
US,UOX,Oxford,21225
US,UOX,Oxford,13974
US,UOX,Oxford,13086
US,UOX,Oxford,9634
US,UOX,Oxford,5581
US,OXR,Oxnard,387647
US,BSQ,Bisbee,5225
US,GLB,Globe,13182
US,HBK,Holbrook,25824
US,HBK,Holbrook,11045
US,HBK,Holbrook,5084
US,PAE,Everett,111475
US,PAE,Everett,46451
US,PAH,Paducah,48481
US,PAM,Panama City,880691
US,PAM,Panama City,136133
US,PJB,Payson,20303
US,PJB,Payson,15813
US,PAO,Palo Alto,5399
US,PAO,Palo Alto,65364
US,PBF,Pine Bluff,45204
US,PBG,Plattsburgh,28740
US,PLB,Plattsburgh,28740
US,PVL,Pikeville,7531
US,PDT,Pendleton,17398
US,PDT,Pendleton,6700
US,PEQ,Pecos,14040
US,PGA,Page,7529
US,PGR,Paragould,28986
US,PHD,New Philadelphia,46698
US,PHF,Newport News,179225
US,ADR,Andrews,15708
US,PHK,Pahokee,8025
US,PHN,Port Huron,82970
US,PHT,Paris,11027000
US,PHT,Paris,26010
US,PHT,Paris,12485
US,PHT,Paris,10536
US,PHT,Paris,8394
US,PHT,Paris,5111
US,PRX,Paris,11027000
US,PRX,Paris,26010
US,PRX,Paris,12485
US,PRX,Paris,10536
US,PRX,Paris,8394
US,PRX,Paris,5111
FR,LBG,Paris,11027000
FR,LBG,Paris,26010
FR,LBG,Paris,12485
FR,LBG,Paris,10536
FR,LBG,Paris,8394
FR,LBG,Paris,5111
FR,CDG,Paris,11027000
FR,CDG,Paris,26010
FR,CDG,Paris,12485
FR,CDG,Paris,10536
FR,CDG,Paris,8394
FR,CDG,Paris,5111
FR,ORY,Paris,11027000
FR,ORY,Paris,26010
FR,ORY,Paris,12485
FR,ORY,Paris,10536
FR,ORY,Paris,8394
FR,ORY,Paris,5111
US,PIA,Peoria,256286
US,PIA,Peoria,175961
US,PIH,Pocatello,72878
US,PIR,Pierre,14659
US,PKB,Parkersburg,62566
US,PLR,Pell City,14045
US,PMD,Palmdale,155079
US,PMH,Portsmouth,248440
US,PMH,Portsmouth,94398
US,PMH,Portsmouth,93069
US,PMH,Portsmouth,36111
US,PMH,Portsmouth,17363
US,PSM,Portsmouth,248440
US,PSM,Portsmouth,94398
US,PSM,Portsmouth,93069
US,PSM,Portsmouth,36111
US,PSM,Portsmouth,17363
US,PPM,Pompano Beach,112118
US,PNC,Ponca City,24274
US,PNN,Princeton,32299
US,PNN,Princeton,31187
US,PNN,Princeton,13894
US,PNN,Princeton,8733
US,PNN,Princeton,7840
US,PNN,Princeton,6115
US,PNN,Princeton,5675
US,POC,La Verne,31974
US,POF,Poplar Bluff,20359
US,POU,Poughkeepsie,394760
US,POY,Powell,13375
US,POY,Powell,6253
US,PPA,Pampa,17230
US,PPF,Parsons,9477
US,LPO,La Porte,34976
US,LPO,La Porte,21569
US,PQI,Presque Isle,9007
US,PGL,Pascagoula,48869
US,PRC,Prescott,44299
US,PSC,Pasco,75432
US,PSF,Pittsfield,55697
US,PSN,Palestine,18243
US,PGO,Pagosa Springs,5927
US,PSP,Palm Springs,25216
US,PSP,Palm Springs,48518
US,TRM,Palm Springs,25216
US,TRM,Palm Springs,48518
US,UDD,Palm Springs,25216
US,UDD,Palm Springs,48518
US,PTB,Petersburg,31346
US,PGC,Petersburg,31346
US,PSG,Petersburg,31346
US,PTK,Pontiac,59438
US,PTK,Pontiac,11622
US,PTK,Pontiac,5850
US,PTN,Patterson,22930
US,PTN,Patterson,11866
US,PTN,Patterson,5792
US,PTT,Pratt,6496
US,PTV,Porterville,77318
US,PTV,Porterville,7057
US,PTW,Pottstown,108758
US,PUB,Pueblo,143932
US,PUC,Price,13564
US,PVD,Providence,1203230
US,PVD,Providence,7780
US,PVD,Providence,7029
US,PVF,Placerville,31943
US,PVU,Provo,500617
US,PVW,Plainview,26453
US,PVW,Plainview,23424
US,PWT,Bremerton,218400
US,RAC,Racine,130142
US,RAL,Riverside,2107852
US,RAL,Riverside,7857
US,RAL,Riverside,25133
US,RAL,Riverside,8604
US,RAL,Riverside,8563
US,RAL,Riverside,6038
US,RIV,Riverside,2107852
US,RIV,Riverside,7857
US,RIV,Riverside,25133
US,RIV,Riverside,8604
US,RIV,Riverside,8563
US,RIV,Riverside,6038
US,RAP,Rapid City,92664
US,RCA,Rapid City,92664
US,RBG,Roseburg,46228
US,RBL,Red Bluff,19039
US,RBW,Walterboro,9550
US,RCK,Rockdale,5503
US,RDD,Redding,121313
US,RDD,Redding,9176
US,BZF,Redding,121313
US,BZF,Redding,9176
US,RDG,Reading,267155
US,RDG,Reading,162666
US,RDG,Reading,25132
US,RDG,Reading,10296
US,RDM,Redmond,71929
US,RDM,Redmond,34240
US,REO,Rome,2872800
US,REO,Rome,61537
US,REO,Rome,32148
US,RME,Rome,2872800
US,RME,Rome,61537
US,RME,Rome,32148
US,RMG,Rome,2872800
US,RMG,Rome,61537
US,RMG,Rome,32148
IT,CIA,Rome,2872800
IT,CIA,Rome,61537
IT,CIA,Rome,32148
IT,FCO,Rome,2872800
IT,FCO,Rome,61537
IT,FCO,Rome,32148
US,RHI,Rhinelander,8830
US,RHV,San Jose,1798103
US,RHV,San Jose,288054
US,RHV,San Jose,153267
US,RHV,San Jose,150917
US,RHV,San Jose,65140
US,RHV,San Jose,36747
US,RHV,San Jose,
US,RHV,San Jose,79868
US,RHV,San Jose,43973
US,RHV,San Jose,26375
US,RHV,San Jose,25433
US,RHV,San Jose,23279
US,RHV,San Jose,21956
US,RHV,San Jose,17641
US,SJC,San Jose,1798103
US,SJC,San Jose,288054
US,SJC,San Jose,153267
US,SJC,San Jose,150917
US,SJC,San Jose,65140
US,SJC,San Jose,36747
US,SJC,San Jose,
US,SJC,San Jose,79868
US,SJC,San Jose,43973
US,SJC,San Jose,26375
US,SJC,San Jose,25433
US,SJC,San Jose,23279
US,SJC,San Jose,21956
US,SJC,San Jose,17641
CR,SJO,San Jose,1798103
CR,SJO,San Jose,288054
CR,SJO,San Jose,153267
CR,SJO,San Jose,150917
CR,SJO,San Jose,65140
CR,SJO,San Jose,36747
CR,SJO,San Jose,
CR,SJO,San Jose,79868
CR,SJO,San Jose,43973
CR,SJO,San Jose,26375
CR,SJO,San Jose,25433
CR,SJO,San Jose,23279
CR,SJO,San Jose,21956
CR,SJO,San Jose,17641
CR,SYQ,San Jose,1798103
CR,SYQ,San Jose,288054
CR,SYQ,San Jose,153267
CR,SYQ,San Jose,150917
CR,SYQ,San Jose,65140
CR,SYQ,San Jose,36747
CR,SYQ,San Jose,
CR,SYQ,San Jose,79868
CR,SYQ,San Jose,43973
CR,SYQ,San Jose,26375
CR,SYQ,San Jose,25433
CR,SYQ,San Jose,23279
CR,SYQ,San Jose,21956
CR,SYQ,San Jose,17641
PH,SJI,San Jose,1798103
PH,SJI,San Jose,288054
PH,SJI,San Jose,153267
PH,SJI,San Jose,150917
PH,SJI,San Jose,65140
PH,SJI,San Jose,36747
PH,SJI,San Jose,
PH,SJI,San Jose,79868
PH,SJI,San Jose,43973
PH,SJI,San Jose,26375
PH,SJI,San Jose,25433
PH,SJI,San Jose,23279
PH,SJI,San Jose,21956
PH,SJI,San Jose,17641
PH,EUQ,San Jose,1798103
PH,EUQ,San Jose,288054
PH,EUQ,San Jose,153267
PH,EUQ,San Jose,150917
PH,EUQ,San Jose,65140
PH,EUQ,San Jose,36747
PH,EUQ,San Jose,
PH,EUQ,San Jose,79868
PH,EUQ,San Jose,43973
PH,EUQ,San Jose,26375
PH,EUQ,San Jose,25433
PH,EUQ,San Jose,23279
PH,EUQ,San Jose,21956
PH,EUQ,San Jose,17641
US,RIC,Richmond,1075798
US,RIC,Richmond,198309
US,RIC,Richmond,110567
US,RIC,Richmond,15000
US,RIC,Richmond,42373
US,RIC,Richmond,40972
US,RIC,Richmond,21469
US,RIC,Richmond,12578
US,RIC,Richmond,7653
US,RIC,Richmond,6262
US,RIC,Richmond,5482
US,RIC,Richmond,5653
US,RIC,Richmond,648
AU,XRH,Richmond,1075798
AU,XRH,Richmond,198309
AU,XRH,Richmond,110567
AU,XRH,Richmond,15000
AU,XRH,Richmond,42373
AU,XRH,Richmond,40972
AU,XRH,Richmond,21469
AU,XRH,Richmond,12578
AU,XRH,Richmond,7653
AU,XRH,Richmond,6262
AU,XRH,Richmond,5482
AU,XRH,Richmond,5653
AU,XRH,Richmond,648
US,RIL,Rifle,11089
US,RIW,Riverton,44440
US,RIW,Riverton,12445
US,RKD,Rockland,17953
US,RKD,Rockland,8616
US,RKP,Rockport,19743
US,RKP,Rockport,7231
US,RKS,Rock Springs,25913
US,RKW,Rockwood,8136
US,RKW,Rockwood,7823
US,RKW,Rockwood,5425
US,RND,Universal City,20890
US,RNO,Reno,445020
US,RNT,Renton,101751
US,ROA,Roanoke,214674
US,ROA,Roanoke,9388
US,ROA,Roanoke,5913
US,ROG,Rogers,68669
US,ROG,Rogers,13490
US,ROW,Roswell,94763
US,ROW,Roswell,48889
US,ROX,Roseau,16582
US,RIE,Rice Lake,9586
US,WBR,Big Rapids,13921
US,RQO,El Reno,19965
US,RRL,Merrill,9630
US,RSL,Russell,16520
US,RSN,Ruston,27717
US,RTN,Raton,5938
US,SRW,Salisbury,106447
US,SRW,Salisbury,45477
US,SRW,Salisbury,12133
US,SRW,Salisbury,33988
US,SRW,Salisbury,13887
US,SRW,Salisbury,11416
US,SRW,Salisbury,9360
US,SBY,Salisbury,106447
US,SBY,Salisbury,45477
US,SBY,Salisbury,12133
US,SBY,Salisbury,33988
US,SBY,Salisbury,13887
US,SBY,Salisbury,11416
US,SBY,Salisbury,9360
US,RUT,Rutland,18131
US,RUT,Rutland,8685
US,RVS,Tulsa,671033
US,TUL,Tulsa,671033
US,RWI,Rocky Mount,64018
US,RWI,Rocky Mount,5953
US,RWL,Rawlins,8521
